x,z,v,alpha,d22,T
0.98827230408531,0.0055114657306045,-2.0887522421306848,-1.6795112135852028,1.1794392892338821e-07,0.5984742206837448
0.988286417100974,0.0056407706674795,-2.064219138791884,-1.680218538870662,4.7923838038943174e-09,0.5968090797287189
0.988300621527431,0.0057700655946051,-2.0405151160107424,-1.6809023234218825,2.610069123070589e-08,0.5952471290646256
0.9883149143604332,0.0058993507787377,-2.017594344569643,-1.681562295130756,5.3499503591919885e-08,0.5937810140443104
0.9883292924819708,0.0060286265055097,-1.995414476932006,-1.6821987081951644,6.267312355751075e-08,0.592404144320394
0.9883437529062572,0.0061578930519974,-1.9739363069018847,-1.682813949981696,6.211765764991427e-08,0.5911105154634138
0.9883582929506056,0.0062871506669443,-1.9531234707948375,-1.6834069671155647,6.776437024299766e-08,0.5898945858388323
0.9883729096443746,0.0064163996366681,-1.9329422035558763,-1.6839783406126496,1.7946579018742037e-07,0.5887514167457611
0.9883876000516044,0.0065456402488874,-1.9133610961886816,-1.6845274402803962,3.7557606493975094e-08,0.5876765001957454
0.9884023614632488,0.0066748727704819,-1.8943508831640328,-1.685054543373114,9.149915090185193e-08,0.5866656543421194
0.9884171909920104,0.0068040974933027,-1.8758842679251195,-1.6855633805726122,8.321870175565694e-08,0.5857151090508858
0.9884320863658004,0.0069333146429039,-1.8579357358381132,-1.6860503966973344,7.983466047984842e-11,0.5848212363066355
0.9884470445670576,0.0070625245346558,-1.8404814399977756,-1.6865170231179014,7.423038557139837e-08,0.5839809153384582
0.9884620630684298,0.0071917274314032,-1.8234990347028368,-1.6869637090262857,9.62337591410719e-09,0.583191143745366
0.988477139281414,0.0073209236067083,-1.8069675684034177,-1.6873911035656783,1.6117624340330674e-09,0.5824491736582558
0.988492270803352,0.0074501133158776,-1.790867368110974,-1.687800680241812,3.4078253185216526e-08,0.5817524240394342
0.988507455264797,0.0075792968134383,-1.7751799439539873,-1.6881906991424052,9.035408118075506e-08,0.5810985037513134
0.9885226899642462,0.0077084743960294,-1.759887907235452,-1.6885610333954604,6.896472305082188e-08,0.580485281026098
0.988537972526106,0.0078376463249243,-1.744974873548164,-1.6889131588755488,2.5282325561268008e-08,0.5799107035878686
0.988553300571744,0.0079668128644317,-1.7304253960155844,-1.6892479379829843,5.836360512945149e-08,0.579372868716658
0.9885686719513602,0.0080959742541737,-1.7162248925342074,-1.6895654824275563,3.3263682514937445e-08,0.5788699585350585
0.9885840843446836,0.0082251307563075,-1.7023595924245958,-1.6898638555313057,6.343670608872823e-10,0.5784003203632954
0.9885995351815714,0.0083542826651237,-1.6888164810181123,-1.6901457096209231,1.2488089351360666e-08,0.5779624678065155
0.9886150225124118,0.0084834302028271,-1.6755832301192888,-1.6904106505460144,4.2404108245409183e-08,0.577554885991139
0.9886305440591768,0.00861257363277,-1.662648169971316,-1.690659587249414,3.8129621343037696e-08,0.5771762286103498
0.9886460977540008,0.0087417131948287,-1.6500002347202052,-1.69089012437709,3.4964663573458495e-08,0.5768251961923343
0.9886616811273072,0.0088708491789222,-1.637628934093018,-1.691104930726285,1.8509804686084007e-08,0.5765006509629284
0.988677292285766,0.0089999818070337,-1.6255242977459698,-1.6913043695013124,5.618029983955701e-09,0.576201417954518
0.98869292924425,0.0091291113135021,-1.6136768542306053,-1.6914871705139392,7.258478356245148e-09,0.5759264139012493
0.9887085897149136,0.0092582379705872,-1.6020776031800872,-1.6916539851299783,4.028053362477088e-08,0.5756746775000662
0.9887242717255728,0.0093873620134804,-1.5907179749550748,-1.6918043663236009,2.394073845037532e-08,0.5754452496121424
0.988739973141078,0.0095164836981911,-1.5795898125305037,-1.6919412216697198,1.5319063589544798e-08,0.5752372572130737
0.9887556923327928,0.0096456032200429,-1.5686853349804313,-1.6920608867144908,8.56441189664438e-09,0.5750497929788918
0.9887714268829292,0.0097747208712119,-1.557997136881641,-1.69216746940978,2.333512848734029e-08,0.574882134903108
0.9887871752872416,0.0099038368333274,-1.5475181377060827,-1.692257560488198,1.3539616171144153e-08,0.5747334525988506
0.988802935231129,0.010032951387426,-1.537241591252448,-1.6923340784304763,3.857891909114228e-09,0.5746030937273409
0.9888187051008286,0.0101620647295757,-1.5271610418714645,-1.6923942480778176,2.9092019764407692e-08,0.5744903317863165
0.9888344826847638,0.0102911771292767,-1.5172703287291631,-1.69244162795182,3.0014575663436585e-08,0.5743945733496171
0.9888502664867286,0.0104202887689803,-1.5075635485565917,-1.6924749204117635,1.4807260494444863e-09,0.5743151487526271
0.9888660545871288,0.0105493998831307,-1.4980350591089695,-1.6924934662954048,3.1667241231528412e-09,0.5742514883164596
0.9888818449894496,0.0106785107157743,-1.488679459510354,-1.6924982752869235,3.6351934028881886e-10,0.574203063887641
0.9888976360126636,0.0108076214724806,-1.479491571265677,-1.6924879427612136,3.139781547670537e-08,0.5741693297103084
0.9889134257018364,0.0109367323923411,-1.4704664351892294,-1.692465223006088,1.3077718052575809e-08,0.5741498073566627
0.9889292125501928,0.0110658436595891,-1.4615992891679053,-1.6924291609688549,2.7277008762658013e-08,0.5741439808503942
0.9889449947425238,0.0111949554960589,-1.4528855689116469,-1.6923794931366711,2.1941217257736612e-08,0.5741514030449213
0.98896077052213,0.0113240681162369,-1.4443208924366515,-1.6923166260943852,2.0405986691912488e-08,0.5741716414223988
0.9889765380922187,0.0114531817392396,-1.435901052165833,-1.692239690311842,3.2239689950069244e-08,0.5742042903004841
0.9889922957162892,0.0115822965764779,-1.427622004715727,-1.6921504717132252,1.4234439177932121e-08,0.5742489560799261
0.9890080419259254,0.0117114128062613,-1.4194798598413954,-1.692047334015291,2.3252227992623523e-08,0.5743052302423192
0.9890237748187274,0.0118405306593858,-1.4114708824973248,-1.6919325206119604,2.7596144451687483e-08,0.5743727787389417
0.9890394929248084,0.0119696503133995,-1.4035914735098305,-1.6918049580483858,3.846666436363137e-08,0.5744512297902569
0.9890551945569818,0.0120987719717629,-1.395838171737929,-1.6916646773971142,2.8423837360681698e-08,0.5745402558953105
0.9890708780649738,0.0122278958327974,-1.3882076441016058,-1.6915121138420204,2.0349783804509872e-08,0.5746395404124165
0.989086541859036,0.0123570220867777,-1.3806966792131672,-1.6913467435223464,1.811500832266072e-08,0.5747487741854637
0.9891021842892423,0.0124861509305293,-1.3733021832584265,-1.691170010486739,1.3005466758299952e-08,0.5748676692866337
0.9891178038515884,0.0126152825423969,-1.366021171905687,-1.6909791430616383,1.4192103797524562e-08,0.5749959341075663
0.9891333987203488,0.0127444171387673,-1.3588507712183209,-1.690778399517938,2.1109931669466727e-08,0.575133326547938
0.9891489677584272,0.0128735548519448,-1.351788199965081,-1.690564843634327,1.4215495661181264e-08,0.5752795383482175
0.9891645091254616,0.0130026958981776,-1.34483078277002,-1.690337948472752,1.7266286358232308e-08,0.5754343525729253
0.9891800211906184,0.0131318404673471,-1.3379759341397246,-1.6901008540643918,1.924705519487972e-08,0.5755975386823334
0.9891955027284582,0.0132609886996134,-1.3312211521506343,-1.689851708849187,1.1435040187849305e-08,0.575768832797232
0.9892109520891536,0.0133901407850224,-1.3245640248059676,-1.6895916528017252,2.244988572801318e-09,0.5759480273159606
0.9892263678625456,0.0135192968837639,-1.3180022182235709,-1.689319318892527,8.122277084648617e-09,0.5761348984777895
0.9892417483692008,0.0136484571869783,-1.3115334792976514,-1.6890343287143676,1.6897271893124383e-08,0.5763292595604517
0.9892570920658148,0.0137776218682407,-1.3051556275356435,-1.6887396810481927,1.2170271409535516e-08,0.576530917745403
0.9892723978172528,0.0139067910514243,-1.2988665488559883,-1.6884330357092003,7.142838969990535e-10,0.5767396472435449
0.989287663937865,0.0140359649244515,-1.292664203860251,-1.6881159645099644,5.535822640901226e-09,0.576955286237428
0.989302889118328,0.0141651436293191,-1.2865466141740485,-1.6877865504502203,1.5947764063511797e-08,0.5771776424929747
0.98931807163416,0.0142943273555559,-1.2805118689064388,-1.6874477923944031,2.2398419494928585e-08,0.5774065717475824
