x,z,v,T
0.9125044181187338,0.2070458126919856,0.15508379326838914,0.5834772864537549
0.9122955543665021,0.2069137579163596,0.15559657258979367,0.5838166754580522
0.9120872393231466,0.20678327557367676,0.15610693387023067,0.58415989017012
0.9118794710269285,0.2066543296890482,0.15661489901561912,0.5845068459190119
0.9116722430233285,0.20652689332204935,0.15712049098517475,0.5848574857978515
0.9114655555909337,0.20640092832658233,0.15762373028708135,0.5852117164534534
0.9112594035330495,0.2062764072499893,0.15812463882287098,0.585569477700735
0.9110537869047074,0.20615329421125617,0.1586232364732238,0.5859306815168912
0.9108487027697372,0.2060315594769092,0.15911954376179974,0.5862952587006509
0.9106441452622598,0.20591117922870186,0.15961358184187585,0.5866631584404692
0.9104401131630124,0.20579212229227534,0.16010537005442332,0.5870343053444598
0.9102366051005775,0.20567435857317548,0.1605949274790971,0.5874086266906848
0.9100336170063953,0.20555786339694643,0.16108227377271306,0.587786066639874
0.9098311465936729,0.2054426097066987,0.1615674277307276,0.5881665608818525
0.9096291898909181,0.20532857403376364,0.16205040840980367,0.5885500561737004
0.9094277449911795,0.20521573005012067,0.16253123391202562,0.5889364891821176
0.9092268090402453,0.2051040537292202,0.1630099223624363,0.5893258034565282
0.9090263792103311,0.2049935216127694,0.16348649162234868,0.5897179437750264
0.9088264531544551,0.20488411006561472,0.16396095912385342,0.5901128536732716
0.908627028311347,0.20477579643510946,0.1644333421024837,0.5905104792866083
0.9084280998807241,0.20466856229177707,0.1649036583351742,0.5909107804433823
0.9082296658899727,0.20456238510520441,0.16537192437533585,0.5913137026114349
0.9080317258245312,0.20445724061886464,0.16583815597966597,0.5917191845140481
0.907834273665659,0.20435311393228464,0.16630237066566203,0.5921271964208344
0.9076373091703946,0.2042499814192269,0.16676458361797036,0.5925376780445184
0.9074408279110326,0.2041478266353665,0.1672248113125507,0.5929505932596744
0.90724482756941,0.2040466302322971,0.1676830692526969,0.5933658954471679
0.9070493072223317,0.2039463712041305,0.16813937218176409,0.5937835315327005
0.906854261543961,0.20384703587488304,0.1685937362710438,0.5942034735703109
0.9066596902192111,0.20374860321291438,0.1690461756106584,0.5946256673149241
0.9064655892187239,0.20365105837716962,0.1694967054824939,0.5950500797755282
0.9062719558034471,0.20355438496403921,0.16994534046870238,0.5954766719808707
0.9060787872089457,0.20345856698080705,0.17039209498688718,0.5959054059660336
0.905886082522763,0.2033635860910566,0.1708369825131924,0.5963362348457542
0.9056938386954951,0.20326942757008373,0.17128001717105895,0.596769124145158
0.9055020513851025,0.20317607896987794,0.17172121341461893,0.5972040472507477
0.9053107204856224,0.20308352191758333,0.17216058383814264,0.5976409556372654
0.9051198412833197,0.20299174522932178,0.1725981426817614,0.5980798263921878
0.9049294139055856,0.2029007309761657,0.17303390205652164,0.5985206115622737
0.9047394332467714,0.20281046916421316,0.17346787604679131,0.5989632919136616
0.9045498979413913,0.20272094472464872,0.17390007702075017,0.5994078290854518
0.9043608043206164,0.2026321461968956,0.1743305181482411,0.5998541977347004
0.9041721533998277,0.2025440558187292,0.1747592104480542,0.6003023484465505
0.9039839396439289,0.20245666539898932,0.17518616754976427,0.6007522673017184
0.9037961604591886,0.20236996283696354,0.17561140170317122,0.6012039254588828
0.9036088171498344,0.20228393099224948,0.17603492327467746,0.6016572742921644
0.9034219022454727,0.20219856507959735,0.17645674633276534,0.6021123120764758
0.9032354187343622,0.20211384625774695,0.17687688018575187,0.6025689827437318
0.9030493605851003,0.2020297682618241,0.17729533799266378,0.6030272782899155
0.9028637260020839,0.20194631931750676,0.177712130884567,0.6034871691235976
0.9026785142511298,0.20186348649912084,0.1781272693710434,0.603948620710715
0.9024937201718638,0.20178126302518976,0.17854076583524153,0.6044116223094889
0.9023093461004509,0.20169963244232894,0.1789526290859286,0.6048761246409736
0.9021253881597365,0.20161858678016795,0.17936287063464001,0.6053421114778857
0.9019418418714967,0.2015381189714722,0.17977150219949128,0.6058095701668049
0.9017587068407494,0.20145821693120722,0.18017853341311682,0.6062784675017145
0.9015759803147924,0.2013788717991764,0.18058397492600858,0.6067487830172553
0.9013936624161876,0.20130007131498703,0.18098783585774333,0.6072204819259199
0.9012117470681404,0.20122181124376606,0.18139012821724762,0.6076935620041747
0.901030236643996,0.20114407693222602,0.18179085977933646,0.6081679779415221
0.9008491263077683,0.20106686298159532,0.1821900417091891,0.6086437221337231
0.9006684146962184,0.20099015981234775,0.18258768337869632,0.6091207695166913
0.9004880984784005,0.20091396045469634,0.18298379502546397,0.609599105656547
0.9003081778820233,0.200838253815921,0.18337838496460154,0.6100786983442107
0.9001286509975626,0.20076303159703737,0.1837714624799534,0.6105595268232561
0.8999495138654758,0.2006882881112108,0.1841630378079007,0.6110415812289041
0.8997707675816288,0.2006140118440169,0.18455311845495687,0.6115248263927036
0.899592406332247,0.2005401995810915,0.1849417154469599,0.6120092627237437
0.8994144318942512,0.20046683940017088,0.18532883569607375,0.6124948524527646
0.8992368394770629,0.20039392716049687,0.18571448951311192,0.6129815916470771
0.8990596297116888,0.20032145264465662,0.186098684193749,0.6134694492505309
0.8987063480573662,0.20017779116247256,0.18686273162389724,0.6144484613622201
0.8985302707855597,0.2001065920584519,0.18724260210974927,0.6149395893314463
0.8983545697638335,0.2000358016263609,0.18762104646189698,0.6154317607695071
0.8981792407340331,0.1999654158899604,0.18799807419243844,0.6159249711929018
0.898004282739122,0.19989542736183458,0.18837369287816852,0.6164191999487308
0.8978296926259274,0.19982583107057636,0.1887479112577713,0.6169144377239841
0.8976554710982156,0.19975661804170647,0.18912073576039026,0.6174106562734489
0.897481616107834,0.19968778240370258,0.18949217430360882,0.6179078414728381
0.897308126879243,0.19961931708240893,0.18986223396674035,0.6184059732070061
0.897134996835846,0.19955122107040113,0.190230925250936,0.6189050603843123
0.8969622298710743,0.19948348271788124,0.1905982522727102,0.6194050604571124
0.8967898218628981,0.19941609872730878,0.19096422389631496,0.6199059707654296
0.896617772896595,0.19934906164454042,0.19132884634661462,0.6204077682584592
0.8964460792661689,0.19928236791795856,0.19169212811216604,0.6209104488581819
0.8962747419884799,0.199216009427996,0.19205407466549615,0.6214139855228533
0.8961037550320629,0.1991499850336828,0.19241469585930648,0.6219183861087311
0.8959331235510786,0.19908428291319177,0.19277399433075093,0.6224236039667324
0.8957628403374227,0.19901890319729024,0.19313198058295464,0.6229296532263449
0.8955929065415776,0.19895383815001236,0.1934886596533031,0.6234365073902294
0.8954233188299878,0.19888908434522648,0.1938440394412353,0.6239441621675496
0.8952540769707896,0.19882463555009683,0.1941981257476728,0.6244525983604816
0.895085182150388,0.19876048443620778,0.19455092328729343,0.624961790266228
0.8949166285469088,0.19869663005793697,0.19490244146994085,0.6254717463530473
0.8947484182153711,0.19863306449152907,0.19525268429056414,0.6259824372069394
0.894580547796767,0.1985697847306193,0.19560165937357796,0.6264938598556045
0.8944130146393755,0.19850678714866105,0.19594937384899683,0.6270060080830181
0.89424582100715,0.19844406403071937,0.19629583129251835,0.6275188522589497
0.8940789623132145,0.198381613573115,0.1966410400769193,0.6280323959933002
0.8939124395328029,0.19831942939753716,0.1969850045166026,0.6285466164011906
0.8937462524225259,0.19825750621063082,0.19732772976239546,0.6290614966412424
0.8935803956603003,0.19819584296933102,0.19766922459248037,0.6295770444026245
0.893414869396842,0.1981344341788543,0.19800949377248936,0.630093241381626
0.8932496747656594,0.19807327375436368,0.19834854119586218,0.6306100649184497
0.8930848092592244,0.1980123585259913,0.19868637345683854,0.6311275098874402
0.8929202702873236,0.19795168544695857,0.19902299716033642,0.6316455716223336
0.8927560594608515,0.19789124832301028,0.19935841564736087,0.6321642259015025
0.8925921732019702,0.19783104499359877,0.19969263617695154,0.6326834732021968
0.892428608385554,0.1977710729011529,0.2000256656956395,0.6332033119580999
0.8922653687301179,0.1977113246001142,0.2003575056636837,0.6337237086300398
0.8921024500829102,0.19765179845581735,0.20068816370584386,0.6342446669047229
0.8919398522876003,0.19759248999926743,0.20101764422772173,0.6347661718683545
0.8917775751139286,0.19753339490171298,0.20134595162878155,0.6352882091562322
0.8916156141652845,0.19747451174990074,0.20167309367991865,0.6358107840015752
0.8914539746482739,0.19741583270531307,0.201999070148354,0.6363338570958319
0.891292647351476,0.19735735960055967,0.20232389279197585,0.6368574564060872
0.8911316339718253,0.197299087028884,0.20264756423285268,0.6373815592527462
0.8909709402100547,0.1972410072461742,0.2029700835030537,0.6379061247006336
0.8908105557226282,0.19718312273260552,0.20329146337169804,0.6384311862749057
0.8906504836878723,0.19712542742601738,0.20361170496973863,0.6389567150066076
0.8904907190325008,0.19706792044561444,0.2039308165443665,0.6394827202680329
0.8903312683728608,0.19701059393331474,0.20424879597777607,0.6400091577080307
0.8901721269283159,0.19695344692957328,0.20456565118188322,0.6405360355607116
0.890013297413091,0.1968964741940203,0.20488138326778235,0.6410633279669811
0.8898547669135666,0.1968396791729563,0.2051960077040849,0.6415910804643683
0.8896965527998661,0.19678304875157482,0.20550951191611522,0.6421192006045678
0.8895386316821664,0.196726591833376,0.20582192128283,0.6426477817367772
0.8893810149297386,0.19667029871078795,0.2061332286840635,0.6431767590881644
0.8892237154883064,0.19661415953019123,0.20644342496538187,0.6437060613470842
0.8890667255348218,0.19655817514993001,0.2067525207099784,0.6442357115308903
0.8889100201498222,0.1965023542191403,0.20706054357667902,0.6447658095810529
0.8887540259407009,0.1964464976358511,0.20736707158440384,0.6452944264202951
0.8885975431393978,0.19639115135424615,0.20767330500724837,0.6458269389097592
0.8884416882733837,0.19633579979000168,0.20797813404966653,0.6463583187711832
0.888286190071595,0.19628056608133135,0.20828183073067,0.6468897742170752
0.8881309909303475,0.1962254727604562,0.20858445620630173,0.6474215515304353
0.8879760703406061,0.19617052493157594,0.20888603500178365,0.6479537301547345
0.8878214551802284,0.1961157086567618,0.20918654213728213,0.6484861788600438
0.8876671378659066,0.19606102413670104,0.20948598838596807,0.6490189199915826
0.8875131122806978,0.19600647077770506,0.2097843831615261,0.6495519693286604
0.8873593803382142,0.195952044935943,0.21008172733801084,0.6500853070913145
0.8872059375510939,0.19589774528329842,0.21037802869595043,0.6506189419538931
0.887052787507109,0.195843567751886,0.2106732861433353,0.6511528470339477
0.8868999334141626,0.19578950874089487,0.21096749870316442,0.6516869975821413
0.8867473655265473,0.19573556848010001,0.2112606801351153,0.6522214253468092
0.8865950856117095,0.19568174370106056,0.21155283118351673,0.6527561119255825
0.8864430997575111,0.19562803012834892,0.2118439474353455,0.6532910203180792
0.8862913992595765,0.1955744275457566,0.21213404158694882,0.6538261778970441
0.886139986182978,0.19552093281893523,0.2124231138437186,0.654361565337227
0.885988860010759,0.19546754354966625,0.2127111673723539,0.6548971746197377
0.8858380201254623,0.1954142574321731,0.21299820539535796,0.6554329982876922
0.8856874650383846,0.19536107230888444,0.213284232227013,0.6559690327225409
0.8855371952303608,0.19530798567993493,0.21356924972042743,0.6565052658864928
0.8853872113181227,0.19525499514075892,0.21385325944680636,0.6570416853941281
0.8852375102091515,0.19520209883583,0.21413626770338826,0.6575782945850532
0.8850880903698846,0.19514929470758052,0.21441827877442488,0.6581150903897215
0.8849389544044287,0.19509658011629222,0.214699291642098,0.6586520521928
0.88479010100154,0.1950439530476329,0.21497931023403563,0.6591891761141594
0.8846415274799662,0.1949914115836089,0.2152583403263711,0.6597264640677057
0.8844932343008456,0.1949389534809897,0.21553638355652804,0.6602639048009741
0.8843452204637907,0.1948865766802748,0.21581344345620007,0.6608014933333999
0.8841974876879721,0.19483427898716152,0.21608951983075117,0.6613392133343758
0.8840500321415182,0.19478205850853408,0.21636462006643659,0.6618770717486724
0.883902856385668,0.19472991313319524,0.21663874269209218,0.6624150490463203
0.8837559577035411,0.1946778409013787,0.21691189357824542,0.6629531475891554
0.8836093361700728,0.19462583982040477,0.2171840746657683,0.6634913582871305
0.8834629907038114,0.19457390789418558,0.21745528954114077,0.6640296768615693
0.8833169214425913,0.1945220431930579,0.21772553999344446,0.6645680941253109
0.883171128784648,0.1944702438711233,0.21799482735694273,0.6651065999418747
0.8830256099697296,0.19441850784724235,0.21826315769046423,0.6656451970426814
0.882880366312479,0.19436683337493882,0.2185305309265938,0.6661838717014281
0.8827353968994629,0.19431521857295458,0.21879695029951862,0.6667226193247824
0.8825907014540849,0.19426366161425915,0.21906241808304136,0.6672614327606172
0.8824462781722835,0.19421216045344172,0.2193269389463905,0.6678003110648921
0.882302128016816,0.19416071349542469,0.21959051316611827,0.6683392422786297
0.8821582502010193,0.1941093188933319,0.21985314376246665,0.6688782215038153
0.8820146438897738,0.1940579747869937,0.22011483383964445,0.6694172440785576
0.8818713088410433,0.19400667944196226,0.2203755855294244,0.6699563030524797
0.8817282453954399,0.1939554313147627,0.2206353999359825,0.6704953892861948
0.8815854515130016,0.19390422827278425,0.2208942821626617,0.6710345029994954
0.8814429281644867,0.1938530689042488,0.2211522322792576,0.6715736326174954
0.8813006737310457,0.19380195118420718,0.221409254682091,0.6721127768180897
0.8811586892334674,0.1937508739060352,0.22166534915415712,0.6726519241619073
0.8810169730098313,0.19369983494499649,0.2219205202586028,0.6731910733985516
0.8808755251550752,0.1936488328089828,0.2221747693953667,0.6737302167872246
0.8807343455849873,0.193597865975424,0.2224280982495977,0.6742693472324912
0.8805934330298989,0.19354693245434562,0.22268051069122133,0.6748084621827531
0.880452788464833,0.19349603121127554,0.22293200637818872,0.6753475507294069
0.8803124100168357,0.19344515995092817,0.22318259036741375,0.6758866126068245
0.8801722987178301,0.19339431776363467,0.2234322621001208,0.6764256368694753
0.8800324529883318,0.1933435024503831,0.2236810261174048,0.6769646222020671
0.8798928733000354,0.1932927128992619,0.2239288828731341,0.6775035598726724
0.8797535589638064,0.19324194732819716,0.224175835194387,0.6780424453252611
0.8796145096656688,0.19319120422298897,0.2244218850873382,0.6785812727696221
0.8794757254222171,0.19314048232073028,0.22466703381377684,0.6791200353150109
0.8793372050063154,0.19308977948756031,0.2249112853561215,0.6796587304781379
0.8791989493415309,0.1930390950704656,0.22515463901721916,0.680197348169372
0.8790609569651883,0.19298842678003475,0.22539709928996263,0.6807358868415135
0.8789232282499784,0.19293777363931797,0.22563866661493692,0.681274338477992
0.8787857627558727,0.19288713404865965,0.22587934327317388,0.6818126979455015
0.8786485602750311,0.19283650669206034,0.22611913090409907,0.6823509594556838
0.8785116201244543,0.19278588976665167,0.22635803236380583,0.6828891187150083
0.8783749423181432,0.19273528210170265,0.22659604881526357,0.6834271692087749
0.8782385265985332,0.19268468227807387,0.22683318208331013,0.683965105319757
0.87810237228883,0.1926340886075176,0.2270694348959825,0.6845029229918723
0.8779664797721161,0.1925835001863967,0.22730480758634183,0.6850406144459752
0.8778308482838687,0.19253291520392038,0.22753930314663623,0.6855781760252594
0.8776954777702314,0.1924823325012128,0.22777292282246558,0.6861156015008734
0.8775603679615184,0.1924317506895826,0.22800566842595418,0.686652885568212
0.8774255186126985,0.19238116842708589,0.22823754168222302,0.6871900228111527
0.8772909294859755,0.19233058436449907,0.22846854431474878,0.6877270078436368
0.8771566001370561,0.19227999696225134,0.22869867856197665,0.6882638359316018
0.8770225306274708,0.19222940523349502,0.22892794530746302,0.6888005008340822
0.876888720499371,0.19217880757271233,0.22915634688623582,0.6893369978731518
0.876755169509268,0.1921282026348163,0.22938388503120946,0.6898733217646155
0.8766218775997594,0.19207758936099187,0.22961056087938006,0.6904094667815804
0.8764888446511143,0.19202696663426752,0.22983637572205284,0.6909454274233279
0.8763560701598335,0.19197633267947417,0.23006133216404134,0.6914811990960372
0.8762235538978165,0.19192568628579715,0.2302854317672997,0.6920167767336078
0.8760912961163041,0.1918750269119812,0.23050867462154784,0.6925521539347764
0.8759592960108912,0.19182435222301686,0.23073106442608685,0.6930873268690185
0.8758275538084582,0.19177366175561833,0.2309526012160256,0.6936222894216845
0.8756960691927128,0.1917229540624897,0.2311732869566893,0.6941570366804848
0.8755648419820736,0.19167222786047616,0.23139312322950736,0.6946915633705112
0.8754338719344064,0.19162148200930537,0.23161211153786185,0.6952258647148453
0.8753031589691603,0.19157071534583855,0.23183025317717143,0.6957599351647794
0.8751727028383735,0.19151992654937672,0.23204754987400852,0.6962937697744502
0.8750425032543592,0.19146911412726011,0.23226400362088068,0.6968273635718749
0.8749125602961172,0.1914182775371023,0.2324796147480222,0.697360711157148
0.8747828737120097,0.1913674154032131,0.23269438505645818,0.6978938075856449
0.8746534431931496,0.19131652610187636,0.2329083167335607,0.6984266478754501
0.8745242688343076,0.1912656092055274,0.2331214099451353,0.6989592267551206
0.8743953502622579,0.19121466303308837,0.2333336670452777,0.6994915395183529
0.874266687342751,0.19116368632373462,0.2335450895398073,0.7000235808670104
0.874138280059097,0.19111267842091986,0.2337556780309285,0.7005553458820478
0.8740101282434939,0.19106163821348868,0.23396543389042918,0.701086829679092
0.8738822316052467,0.19101056383732187,0.23417435959358016,0.7016180269219753
0.8737545901777076,0.19095945512266474,0.23438245507371383,0.7021489331420374
0.8736272037527543,0.19090831035829825,0.23458972250386584,0.7026795429024222
0.873500072175115,0.19085712844393488,0.2347961632360829,0.7032098513693161
0.8733731953605798,0.19080590859469498,0.2350017781288752,0.7037398538091242
0.8732465731549168,0.19075464949260199,0.23520656880375287,0.7042695451213336
0.8731202054552561,0.19070335025601895,0.2354105362678463,0.7047989205644094
0.8729940921309809,0.19065200976567115,0.2356136818654182,0.70532797522744
0.8728682330798332,0.19060062652886456,0.23581600737139388,0.7058567035662937
0.8727426281317546,0.19054920032824274,0.23601751306110944,0.7063851021313943
0.8726172771987835,0.1904977292479985,0.23621820122639248,0.7069131647652943
0.8724921802127867,0.19044621278257703,0.23641807235638462,0.7074408871129231
0.8723673370335687,0.19039464952317223,0.23661712818961503,0.7079682640762462
0.8722427475452645,0.1903430389200172,0.2368153693397006,0.7084952914973808
0.8721184116545986,0.19029137940501242,0.2370127976867083,0.7090219637911799
0.8719943292977596,0.19023967038954231,0.23720941381883145,0.7095482765421572
0.8718705003203989,0.19018791048658748,0.23740521948312934,0.7100742247579473
0.8717469246374779,0.19013609909130058,0.23760021532063114,0.7105998041541324
0.8716236021611975,0.1900842350352396,0.23779440270401728,0.7111250097118055
0.8715005328302271,0.19003231706400922,0.2379877830844191,0.711649836174234
0.8713777164969745,0.18998034456299542,0.23818035721062572,0.7121742796095744
0.8712551531412126,0.18992831623330053,0.23837212653730602,0.7126983345179143
0.8711328425788722,0.18987623146658478,0.2385630918601374,0.7132219971908664
0.8710107848656109,0.18982408879701257,0.23875325474944858,0.7137452615380233
0.8708889797940891,0.1897718876848092,0.23894261594842112,0.714268124093114
0.8707674273036996,0.18971962707843898,0.23913117665900283,0.7147905799498776
0.8706461272900202,0.18966730598033527,0.23931893808041937,0.7153126245227777
0.8705250798763258,0.1896149232683807,0.239505901245067,0.7158342518745993
0.8704042847149048,0.1895624782522599,0.23969206730882603,0.7163554591282211
0.8702837417863287,0.1895099700593929,0.23987743718544235,0.7168762414281499
0.8701634512518245,0.18945739724259272,0.2400620122994581,0.7173965923387705
0.8700434126810417,0.18940475955353045,0.24024579333847457,0.7179165099262165
0.8699236263427618,0.1893520554843365,0.2404287816583273,0.7184359870691681
0.8698040920520033,0.1892992843841418,0.24061097813131227,0.7189550201775627
0.8696848094839343,0.18924644558223103,0.24079238386315943,0.7194736063487789
0.869565778831749,0.18919353778814937,0.2409730000411535,0.719991739148112
0.8694470000186392,0.18914056026512646,0.2411528274999114,0.7205094142959501
0.8693284730155068,0.18908751196312176,0.24133186743705748,0.721026626870773
0.8692101977231539,0.18903439210158096,0.24151012078633244,0.7215433726876882
0.8690921737652926,0.1889812000915123,0.2416875886284167,0.7220596493223143
0.868974401475321,0.18892793463995067,0.24186427196973834,0.7225754496079341
0.8689156167540979,0.18890127149508382,0.24195232199912778,0.7228331341080257
0.8688568733620259,0.18887461105935718,0.24204016936206968,0.7230908368274538
0.8287624184587234,0.19780187225889145,0.2888628757813271,1.7232340680926177
0.8687982072043741,0.18884791304727527,0.24212782602948366,0.7233483157392555
0.8686225971704516,0.18876768297162175,0.24238963825878024,0.7241199287421242
0.8686225858335584,0.18876769465705157,0.24238962921764096,0.7241199996128401
0.8685641823808897,0.18874090900761425,0.2424765134897503,0.7243769177173491
0.868505830397666,0.18871411576165606,0.24256319372043414,0.7246337828937843
0.8685058191777048,0.18871412679243976,0.2425631852393404,0.7246338523066694
0.8684475413313782,0.1886873029451097,0.24264967915777894,0.7248905228347501
0.8683893150029189,0.188660470713248,0.2427359698116424,0.7251471382705862
0.868331151499179,0.18863361881741966,0.24282206586807947,0.7254036279477822
0.8682730506908233,0.18860674733421812,0.24290796737336742,0.7256599921582557
0.868215012712705,0.18857985594753046,0.2429936745391943,0.725916229496092
0.8681570375664953,0.18855294453434845,0.24307918750184446,0.7261723391902467
0.8680991249974593,0.18852601336539873,0.24316450621628038,0.7264283225070259
0.8680412755056429,0.18849906156950272,0.2432496311470924,0.7266841750867803
0.867983488543277,0.18847208985988878,0.24333456205191903,0.7269399005889106
0.8679257643709307,0.1884450977275704,0.243419299234671,0.7271954964295921
0.8678681030252428,0.1884180850032765,0.24350384284754686,0.7274509616225443
0.8678105042610041,0.18839105194199673,0.2435881928513166,0.7277062974349685
0.8677529682100806,0.1883639982310077,0.2436723494622558,0.7279615023715745
0.8676954950581586,0.18833692347817207,0.24375631293366312,0.7282165743859954
0.8676380844798041,0.18830982805939564,0.24384008316985892,0.7284715153205709
0.8675807364904531,0.18828271183792059,0.2439236603073608,0.7287263244777102
