Xkm,Zkm,v,alpha,d22,T
0.9904631871939267,0.029983337282034672,-0.891148695668263,1.56226691202256,6.965294674241545e-10,0.6285466164011906
0.9904620778085392,0.02985326917227881,-0.8931857687609549,1.5608779855902464,5.4590913554450144e-09,0.6280323959933002
0.9904607877692414,0.029723202728835434,-0.8952361159405766,1.5594962387354159,5.30872592020676e-09,0.6275188522589497
0.9904593179196037,0.029593138193110116,-0.8972998838264232,1.5581226235794627,2.7194216946457486e-09,0.6270060080830181
0.990457669459154,0.029463075798508345,-0.8993772180995718,1.5567557923184034,3.5757822044127e-09,0.6264938598556045
0.9904558431367142,0.029333015779833327,-0.9014682706470512,1.5553962671064168,3.6187788629188566e-09,0.6259824372069394
0.9904538400245186,0.029202958363847415,-0.9035731928474969,1.5540451642623159,2.5703341563438647e-09,0.6254717463530473
0.9904516612551195,0.029072903771943465,-0.9056921379825392,1.552700636894604,3.01590209924018e-10,0.624961790266228
0.9904493075794382,0.028942852227845796,-0.9078252649454756,1.551365084189137,3.089135637308968e-09,0.6244525983604816
0.9904467803079025,0.028812803941390394,-0.9099727304063376,1.5500368348905336,8.880484836122163e-09,0.6239441621675496
0.9904440802557608,0.02868275912746138,-0.9121346976942634,1.548715785262338,4.1760485987344635e-09,0.6234365073902294
0.9904412083291175,0.028552717995703945,-0.914311331889992,1.5474026132505607,4.1672550971877055e-09,0.6229296532263449
0.9904381656674489,0.028422680746727467,-0.9165027987910839,1.5460958973918528,4.926624831147537e-09,0.6224236039667324
0.9904349530764145,0.028292647584917698,-0.918709269583188,1.5447992021631252,4.652504657195891e-09,0.6219183861087311
0.9904315719949678,0.028162618695052214,-0.9209309130389186,1.5435080094423,6.526660251579584e-09,0.6214139855228533
0.9904280229201948,0.028032594282038144,-0.923167908306572,1.5422256939752828,4.6130356456809685e-09,0.6209104488581819
0.9904243072086999,0.02790257452431076,-0.9254204304592083,1.5409506206853154,5.1686968209420144e-09,0.6204077682584592
0.9904204256692384,0.027772559611463018,-0.927688661833812,1.5396837209320813,2.911219776625958e-09,0.6199059707654296
0.9904163794847157,0.027642549718369415,-0.9299727847555843,1.538424233161218,9.33452405807795e-10,0.6194050604571124
0.9904121695362379,0.027512545025203297,-0.9322729869453407,1.5371739196247431,7.1001569304376445e-09,0.6189050603843123
0.9904077970444632,0.027382545697408577,-0.9345894565295337,1.5359288154465844,4.651906265245842e-09,0.6184059732070061
